Unique Custodians,Match
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MERRILL LYNCH PROFESSIONAL CLEARING CORP.,Merrill Lynch International
MILLENIUM TRUST,Millennium Trust Company
MILLENIUM TRUST COMPANY,Millennium Trust Company
MILLENNIUM TRUST CO,Millennium Trust Company
MILLENNIUM TRUST COMPANY,Millennium Trust Company
MILLENNIUM TRUST COMPANY,Millennium Trust Company
MILLENNIUM TRUST COMPANY,Millennium Trust Company
MILLENNIUM TRUST COMPANY LLC,Millennium Trust Company
MITSUBISHI UFJ GLOBAL CUSTODY SA,Mitsubishi UFJ Global Custody
MIZUHO SECURITIES USA INC.,Mizuho Securities
MIZUHO SECURITIES USA INC.,Mizuho Securities
MORGAN STANELY & CO. LLC,Morgan Stanley
MORGAN STANLEY,Morgan Stanley
MORGAN STANLEY,Morgan Stanley
MORGAN STANLEY,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INT PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL LTD,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO INTERNATIONAL PLC,Morgan Stanley
"MORGAN STANLEY & CO INTERNATIONAL, PLC",Morgan Stanley
"MORGAN STANLEY & CO INTERNATIONAL, PLC",Morgan Stanley
MORGAN STANLEY & CO INTL PLC,Morgan Stanley
MORGAN STANLEY & CO INTL PLC,Morgan Stanley
MORGAN STANLEY & CO LLC,Morgan Stanley
MORGAN STANLEY & CO LLC,Morgan Stanley
MORGAN STANLEY & CO LLC,Morgan Stanley
MORGAN STANLEY & CO LLC,Morgan Stanley
"MORGAN STANLEY & CO, INTERNATIONAL PLC",Morgan Stanley
"MORGAN STANLEY & CO, LLC",Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INCORPORATED,Morgan Stanley
MORGAN STANLEY & CO. INT PLC,Morgan Stanley
MORGAN STANLEY & CO. INT PLC,Morgan Stanley
MORGAN STANLEY & CO. INT PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC.,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC.,Morgan Stanley
MORGAN STANLEY & CO. INTERNATIONAL PLC.,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC,Morgan Stanley
MORGAN STANLEY & CO. LLC AND AFFILIATED QUALIFIED CUSTODIANS,Morgan Stanley
MORGAN STANLEY & CO. LLC AND AFFILIATED QUALIFIED CUSTODIANS,Morgan Stanley
"MORGAN STANLEY & CO., INC.",Morgan Stanley
MORGAN STANLEY CAPITAL GROUP INC.,Morgan Stanley
MORGAN STANLEY CAPITAL PRODUCTS LLC,Morgan Stanley
MORGAN STANLEY CAPITAL PRODUCTS LLC,Morgan Stanley
MORGAN STANLEY CAPITAL PRODUCTS LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC.,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC.,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES INC.,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC,Morgan Stanley
MORGAN STANLEY CAPITAL SERVICES LLC.,Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, INC.",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, INC.",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, LLC",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, LLC",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, LLC",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, LLC",Morgan Stanley
"MORGAN STANLEY CAPITAL SERVICES, LLC",Morgan Stanley
MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,Morgan Stanley
MORGAN STANLEY INTERNATIONAL LIMITED,Morgan Stanley
MORGAN STANLEY INTERNATIONAL PLC,Morgan Stanley
MORGAN STANLEY LIQUIDITY FUNDS,Morgan Stanley
MORGAN STANLEY PRIVATE BANK,Morgan Stanley
MORGAN STANLEY PRIVATE BANK ASSOCIATION,Morgan Stanley
MORGAN STANLEY PRIVATE BANK NA,Morgan Stanley
MORGAN STANLEY PRIVATE BANK NATIONAL ASSOCIATION,Morgan Stanley
MORGAN STANLEY PRIVATE BANK NATIONAL ASSOCIATION,Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, N.A.",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NA",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",Morgan Stanley
"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION.",Morgan Stanley
MORGAN STANLEY SECURITIES LIMITED,Morgan Stanley
MORGAN STANLEY SECURITIES LIMITED,Morgan Stanley
MORGAN STANLEY SERVICES,Morgan Stanley
MORGAN STANLEY SERVICES,Morgan Stanley
MORGAN STANLEY SERVICES,Morgan Stanley
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY SMITH BARNEY LLC,Morgan Stanley Smith Barney
MORGAN STANLEY TRUST NATIONAL ASSOCIATION,Morgan Stanley
MORGAN STANLEY TRUST NATIONAL ASSOCIATION,Morgan Stanley
MORGAN STANLEY TRUST NATIONAL ASSOCIATION,Morgan Stanley
MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LIMITED,MUFG Union Bank
MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LIMITED,MUFG Union Bank
MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LIMITED,MUFG Union Bank
MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LTD,MUFG Union Bank
MUFG ALTERNATIVE FUND SERVICES (CAYMAN) LTD.,MUFG Union Bank
MUFG FUND SERVICES (CAYMAN) LIMITED,MUFG Union Bank
MUFG FUND SERVICES (CAYMAN) LTD.,MUFG Union Bank
MUFG INVESTOR SERVICES,MUFG Union Bank
MUFG UNION BANK,MUFG Union Bank
MUFG UNION BANK N.A.,MUFG Union Bank
MUFG UNION BANK N.A.,MUFG Union Bank
"MUFG UNION BANK, N.A.",MUFG Union Bank
"MUFG UNION BANK, N.A.",MUFG Union Bank
NEWEDGE UK FINANCIAL LIMITED,Societe Generale Newedge UK
NEWEDGE UK FINANCIAL LIMITED,Societe Generale Newedge UK
"NEWEDGE USA, LLC",Societe Generale Newedge UK
"NEWEDGE USA, LLC",Societe Generale Newedge UK
"NEWEDGE USA, LLC",Societe Generale Newedge UK
NEXBANK SSB,NexBank
NLB TUTUNSKA BANKA AD SKOPJE,NLB Tutunska banka
NOMURA SECURITIES INTERNATIONAL INC,Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
"NOMURA SECURITIES INTERNATIONAL, INC.",Nomura Securities
NORTHBROOK BANK & TRUST,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST COMPANY,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST COMPANY,Northbrook Bank & Trust
NORTHBROOK BANK & TRUST COMPANY,Northbrook Bank & Trust
"NORTHBROOK BANK & TRUST, WINTRUST FUNDS GROUP",Northbrook Bank & Trust
"NORTHBROOK BANK & TRUST, WINTRUST FUNDS GROUP",Northbrook Bank & Trust
NORTHBROOK BANK AND TRUST,Northbrook Bank & Trust
NORTHBROOK BANK AND TRUST COMPANY,Northbrook Bank & Trust
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST,Northern Trust Custody Services
NORTHERN TRUST (GUERNSEY) LIMITED,Northern Trust Custody Services
NORTHERN TRUST (GUERNSEY) LIMITED,Northern Trust Custody Services
NORTHERN TRUST (GUERNSEY) LIMITED,Northern Trust Custody Services
NORTHERN TRUST BANK FSB,Northern Trust Custody Services
NORTHERN TRUST BANK NA,Northern Trust Custody Services
NORTHERN TRUST CO CHICAGO,Northern Trust Custody Services
NORTHERN TRUST CO.,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST COMPANY,Northern Trust Custody Services
NORTHERN TRUST CORPORATION,Northern Trust Custody Services
NORTHERN TRUST CORPORATION,Northern Trust Custody Services
NORTHERN TRUST CORPORATION,Northern Trust Custody Services
NORTHERN TRUST FIDUCIARY SERVICES (IRELAND) LIMITED,Northern Trust Custody Services
NORTHERN TRUST GLOBAL FUND SERVICES CAYMAN LIMITED,Northern Trust Custody Services
NORTHERN TRUST GLOBAL SERVICES,Northern Trust Custody Services
NORTHERN TRUST GLOBAL SERVICES LIMITED,Northern Trust Custody Services
NORTHERN TRUST HEDGE FUND SERVICES LLC,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANK CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANK CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANK CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
"NORTHERN TRUST SECURITIES, INC.",Northern Trust Custody Services
"NORTHERN TRUST SECURITIES, INC.",Northern Trust Custody Services
"NORTHERN TRUST SECURITIES, INC.",Northern Trust Custody Services
"NORTHERN TRUST SECURITIES, INC.",Northern Trust Custody Services
"NORTHERN TRUST SECURITIES, INC.",Northern Trust Custody Services
NOVA BANK A.D.,Nova Banka
OPPENHEIMER & CO. INC.,Oppenheim
OPPENHEIMER & CO. INC.,Oppenheim
PERSHING,Pershing Prime Services
PERSHING ADVISOR SOLUTIONS LLC,Pershing Prime Services
PERSHING ADVISOR SOLUTIONS LLC,Pershing Prime Services
PERSHING ADVISOR SOLUTIONS LLC,Pershing Prime Services
PERSHING ADVISOR SOLUTIONS LLC,Pershing Prime Services
PERSHING ADVISOR SOLUTIONS LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
PERSHING LLC,Pershing Prime Services
"PERSHING, LLC",Pershing Prime Services
PLAINS CAPITAL BANK,PlainsCapital Bank
PLAINS CAPITAL BANK,PlainsCapital Bank
PNC BANK,PNC
PNC BANK NA,PNC
PNC BANK NA,PNC
"PNC BANK, N.A.",PNC
"PNC BANK, N.A.",PNC
"PNC BANK, N.A.",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK, NA",PNC
"PNC BANK,NA",PNC
PRINSBANK,PrinsBank
PRINSBANK,PrinsBank
RABEE SECURITIES,Rabee Securities
"RAND FINANCIAL SERVICES, INC.",Rand Financial Services
"RAYMOND JAMES & ASSOCIATES, INC.",Raymond James & Associates
"RAYMOND JAMES & ASSOCIATES, INC.",Raymond James & Associates
"RAYMOND JAMES & ASSOCIATES, INC.",Raymond James & Associates
RICHARDSON GMP LIMITED,Richardson GMP
RICHARDSON GMP LTD.,Richardson GMP
ROSENTHAL COLLINS GROUP,Rosenthal Collins Group
ROSENTHAL COLLINS GROUP LLC,Rosenthal Collins Group
ROSENTHAL COLLINS GROUP LLC,Rosenthal Collins Group
"ROSENTHAL COLLINS GROUP, LLC",Rosenthal Collins Group
ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
S.C. BANCPOST S.A.,Bancpost
SAHEM TRADING & INVESTMENTS,Sahem Trading & Investments Company
"SAPIEN CAPITAL, LIMITED",Sapien Capital
SBI-SG GLOBAL SECURITIES SERVICES PVT LTD,SBI-SG Global Securities Services
SCHWAB,Charles Schwab & Co.
SCOTIA CAPITAL (USA) INC,Scotia Capital
SCOTIA CAPITAL (USA) INC.,Scotia Capital
SCOTIA CAPITAL (USA) INC.,Scotia Capital
SCOTIA CAPITAL (USA) INC.,Scotia Capital
SCOTIA CAPITAL (USA) INC.,Scotia Capital
SCOTIA CAPITAL (USA) INC.,Scotia Capital
"SCOTTRADE, INC.",Scottrade
"SEA PORT GROUP SECURITIES, LLC",Seaport Group Securities
SG AMERICAS SECURITIES LLC,SG Americas Securities
SG AMERICAS SECURITIES LLC,SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
"SG AMERICAS SECURITIES, LLC",SG Americas Securities
SG HAMBROS TRUST COMPANY (CHANNEL ISLANDS) LIMITED,SG Hambros
SGI HUDSON & CIE,Hudson & Cie
SHINHAN BANK,Shinhan Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE BANK,Signature Bank
SIGNATURE SECURITIES GROUP CORPORATION,Signature Bank
SILICON VALLEY BANK,Silicon Valley Bank
SILICON VALLEY BANK,Silicon Valley Bank
SILICON VALLEY BANK,Silicon Valley Bank
SILICON VALLEY BANK,Silicon Valley Bank
SOCIETE GENERALE NEWEDGE UK LIMITED,Societe Generale Newedge UK
SOCIETE GENERALE NEWEDGE UK LIMITED,Societe Generale Newedge UK
SOCIETE GENERALE NEWEDGE UK LIMITED,Societe Generale Newedge UK
SOCIETE GENERALE NEWEDGE UK LIMITED,Societe Generale Newedge UK
SOCIETE GENERALE NEWEDGE UK LIMITED,Societe Generale Newedge UK
SOUTH STREET SECURITIES LLC,South Street Securities
SOUTH STREET SECURITIES LLC,South Street Securities
STAMFORD BANK & TRUST,Stamford Bank & Trust
STANBIC BANK TANZANIA,Stanbic Bank Tanzania
STANDARD BANK SOUTH AFRICA,Standard Bank
STANDARD BANK SOUTH AFRICA,Standard Bank
"STANDARD BANK, PLC",Standard Bank
STANDARD CHARTERED,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK,Standard Chartered Bank
STANDARD CHARTERED BANK (INDIA),Standard Chartered Bank
STANDARD CHARTERED BANK (MAURITIUS) LIMITED,Standard Chartered Bank
STANDARD CHARTERED BANK (MAURITIUS) LIMITED,Standard Chartered Bank
STANDARD CHARTERED BANK (MAURITIUS) LIMITED,Standard Chartered Bank
STANDARD CHARTERED BANK (MAURITIUS) LIMITED,Standard Chartered Bank
STANDARD CHARTERED BANK (MAURITIUS) LIMITED,Standard Chartered Bank
STATE STREET,State Street Custody Services
STATE STREET ALTERNATIVE INVESTMENT SOLUTIONS,State Street Custody Services
STATE STREET BANK,State Street Custody Services
STATE STREET BANK & TRUST,State Street Custody Services
STATE STREET BANK & TRUST,State Street Custody Services
STATE STREET BANK & TRUST CO,State Street Custody Services
STATE STREET BANK & TRUST CO.,State Street Custody Services
STATE STREET BANK & TRUST CO.,State Street Custody Services
STATE STREET BANK & TRUST COMPANY,State Street Custody Services
STATE STREET BANK & TRUST COMPANY,State Street Custody Services
STATE STREET BANK & TRUST COMPANY,State Street Custody Services
STATE STREET BANK & TRUST COMPANY,State Street Custody Services
STATE STREET BANK & TRUST COMPANY,State Street Custody Services
STATE STREET BANK &TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST CO.,State Street Custody Services
STATE STREET BANK AND TRUST CO.,State Street Custody Services
STATE STREET BANK AND TRUST CO. NA BOSTON,State Street Custody Services
STATE STREET BANK AND TRUST CO. NA BOSTON,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK AND TRUST COMPANY,State Street Custody Services
STATE STREET BANK CAYMAN TRUST COMPANY LTD,State Street Custody Services
STATE STREET BANKING TRUST COMPANY,State Street Custody Services
STATE STREET CAYMAN TRUST LTD.,State Street Custody Services
STATE STREET CORPORATION,State Street Custody Services
STATE STREET CORPORATION,State Street Custody Services
STATE STREET CORPORATION,State Street Custody Services
STATE STREET CORPORATION,State Street Custody Services
STATE STREET CORPORATION,State Street Custody Services
STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED,State Street Custody Services
STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED,State Street Custody Services
"STATE STREET GLOBAL ADVISORS FUNDS DISTRIBUTORS, LLC",State Street Custody Services
"STATE STREET GLOBAL MARKETS, LLC",State Street Custody Services
"STATE STREET GLOBAL MARKETS, LLC",State Street Custody Services
"STATE STREET GLOBAL MARKETS, LLC",State Street Custody Services
STATE STREET INTERNATIONAL (IRELAND) LIMITED,State Street Custody Services
STIFEL FINANCIAL CORP.,Stifel Nicolaus & Company
"STIFEL, NICOLAUS & COMPANY, INCORPORATED",Stifel Nicolaus & Company
